time,gFx,gFy,gFz,TgF
9.57031E-4,0.2143,0.9767,0.0445,1.001
0.001233802,0.2194,0.9757,0.0442,1.001
0.001444635,0.2174,0.9769,0.0452,1.002
0.001915208,0.2177,0.9777,0.0462,1.003
0.005109896,0.2147,0.9743,0.0457,0.999
0.006139531,0.2140,0.9721,0.0469,0.996
0.008728854,0.2113,0.9747,0.0454,0.998
0.014120989,0.2094,0.9779,0.0447,1.001
0.014507239,0.2064,0.9791,0.0462,1.002
0.015640312,0.2052,0.9794,0.0484,1.002
0.019106354,0.2045,0.9796,0.0494,1.002
0.021326875,0.2047,0.9772,0.0506,1.000
0.022797135,0.2064,0.9774,0.0498,1.000
0.024983125,0.2069,0.9762,0.0498,0.999
0.027669323,0.2074,0.9760,0.0474,0.999
0.030438021,0.2084,0.9750,0.0457,0.998
0.032091041,0.2103,0.9740,0.0440,0.997
0.037719114,0.2123,0.9760,0.0435,1.000
0.037949739,0.2106,0.9755,0.0445,0.999
0.039192187,0.2094,0.9743,0.0467,0.998
0.041468385,0.2091,0.9735,0.0457,0.997
0.043960052,0.2086,0.9703,0.0489,0.994
0.046277396,0.2055,0.9723,0.0523,0.995
0.048545625,0.2033,0.9713,0.0535,0.994
0.051084427,0.2045,0.9713,0.0555,0.994
0.053358958,0.2047,0.9718,0.0555,0.995
0.055598021,0.2038,0.9699,0.0525,0.992
0.057836041,0.2040,0.9699,0.0484,0.992
0.061947291,0.2055,0.9711,0.0423,0.993
0.062961614,0.2074,0.9703,0.0398,0.993
0.064995729,0.2108,0.9672,0.0374,0.991
0.067619166,0.2123,0.9684,0.0401,0.992
0.070580364,0.2121,0.9681,0.0445,0.992
0.072274948,0.2113,0.9691,0.0479,0.993
0.074403646,0.2123,0.9681,0.0511,0.992
0.078830989,0.2123,0.9677,0.0528,0.992
0.079240833,0.2116,0.9662,0.0533,0.991
0.081465677,0.2113,0.9674,0.0530,0.992
0.084032135,0.2111,0.9694,0.0491,0.993
0.086208229,0.2125,0.9696,0.0464,0.994
0.088556823,0.2143,0.9681,0.0432,0.993
0.091062239,0.2118,0.9694,0.0430,0.993
0.093573958,0.2106,0.9701,0.0408,0.994
0.095681979,0.2082,0.9706,0.0408,0.993
0.097953958,0.2047,0.9708,0.0435,0.993
0.100542552,0.2035,0.9718,0.0452,0.994
0.102837031,0.2035,0.9725,0.0459,0.995
0.104983593,0.2025,0.9716,0.0472,0.994
0.107313333,0.2052,0.9713,0.0496,0.994
0.111835208,0.2072,0.9711,0.0501,0.994
0.112080729,0.2094,0.9721,0.0476,0.995
0.114441927,0.2113,0.9725,0.0459,0.996
0.11692,0.2135,0.9725,0.0452,0.997
0.119143281,0.2145,0.9723,0.0428,0.997
0.121424531,0.2145,0.9725,0.0413,0.997
0.123728489,0.2147,0.9721,0.0440,0.996
0.12625,0.2130,0.9708,0.0447,0.995
0.128685625,0.2133,0.9696,0.0472,0.994
0.131014791,0.2116,0.9701,0.0498,0.994
0.13340875,0.2086,0.9701,0.0494,0.994
0.135663698,0.2079,0.9699,0.0503,0.993
0.138033593,0.2050,0.9696,0.0508,0.992
0.14027651,0.2050,0.9689,0.0508,0.992
0.142686146,0.2052,0.9679,0.0496,0.991
0.145065989,0.2055,0.9694,0.0479,0.992
0.147580625,0.2060,0.9689,0.0472,0.992
0.149889583,0.2055,0.9681,0.0454,0.991
0.152134375,0.2072,0.9667,0.0447,0.990
0.154543333,0.2067,0.9672,0.0437,0.990
0.156772448,0.2079,0.9677,0.0447,0.991
0.159094479,0.2074,0.9684,0.0447,0.991
0.161535885,0.2096,0.9696,0.0440,0.993
0.163882812,0.2103,0.9706,0.0437,0.994
0.166750885,0.2116,0.9696,0.0437,0.993
0.168937916,0.2116,0.9674,0.0442,0.991
0.171001823,0.2108,0.9674,0.0447,0.991
0.173233906,0.2113,0.9684,0.0437,0.992
0.175613229,0.2094,0.9694,0.0435,0.993
0.178055521,0.2091,0.9703,0.0450,0.994
0.180342916,0.2096,0.9711,0.0472,0.995
0.183046093,0.2103,0.9708,0.0457,0.994
0.185548073,0.2118,0.9723,0.0447,0.996
0.187504062,0.2103,0.9716,0.0428,0.995
0.189793125,0.2089,0.9713,0.0445,0.995
0.192023958,0.2103,0.9728,0.0464,0.996
0.194527552,0.2094,0.9733,0.0472,0.997
0.196887916,0.2094,0.9738,0.0469,0.997
0.199312916,0.2101,0.9747,0.0474,0.998
0.201583385,0.2116,0.9733,0.0494,0.997
0.204172604,0.2118,0.9757,0.0508,1.000
0.206151875,0.2096,0.9752,0.0511,0.999
0.208490208,0.2103,0.9752,0.0525,0.999
0.214905208,0.2116,0.9757,0.0523,1.000
0.215156979,0.2128,0.9752,0.0515,1.000
0.215825573,0.2123,0.9738,0.0520,0.998
0.217845416,0.2118,0.9745,0.0537,0.999
0.220218385,0.2116,0.9750,0.0533,0.999
0.222760573,0.2101,0.9755,0.0540,0.999
0.224904948,0.2118,0.9762,0.0552,1.000
0.227278333,0.2103,0.9747,0.0550,0.999
0.2296525,0.2113,0.9743,0.0557,0.998
0.232233958,0.2106,0.9752,0.0557,0.999
0.234330104,0.2096,0.9769,0.0545,1.001
0.236943385,0.2079,0.9747,0.0550,0.998
0.239071927,0.2069,0.9735,0.0564,0.997
0.241480052,0.2050,0.9721,0.0567,0.995
0.244186145,0.2052,0.9733,0.0564,0.996
0.246194479,0.2057,0.9747,0.0567,0.998
0.248716458,0.2050,0.9728,0.0559,0.996
0.250812448,0.2062,0.9743,0.0559,0.997
0.253175416,0.2064,0.9725,0.0550,0.996
0.255552552,0.2067,0.9735,0.0555,0.997
0.257916979,0.2072,0.9735,0.0550,0.997
0.260859323,0.2086,0.9738,0.0547,0.997
0.262772343,0.2084,0.9730,0.0540,0.997
0.265188437,0.2094,0.9721,0.0540,0.996
0.26728276,0.2103,0.9730,0.0540,0.997
0.269676562,0.2123,0.9733,0.0555,0.998
0.272079948,0.2130,0.9728,0.0535,0.997
0.274299323,0.2108,0.9743,0.0528,0.998
0.276847708,0.2113,0.9733,0.0533,0.997
0.27919526,0.2123,0.9713,0.0547,0.996
0.281689739,0.2106,0.9708,0.0535,0.995
0.283761666,0.2116,0.9735,0.0511,0.998
0.286090364,0.2096,0.9721,0.0501,0.996
0.2885525,0.2089,0.9689,0.0503,0.992
0.290778593,0.2091,0.9691,0.0494,0.993
0.293106093,0.2096,0.9701,0.0494,0.994
0.295694427,0.2091,0.9718,0.0484,0.995
0.298450208,0.2101,0.9696,0.0484,0.993
0.300214843,0.2108,0.9696,0.0476,0.993
0.302728385,0.2096,0.9659,0.0469,0.990
0.304995468,0.2113,0.9662,0.0462,0.990
0.307293906,0.2121,0.9669,0.0457,0.991
0.309560573,0.2091,0.9662,0.0452,0.990
0.31472625,0.2067,0.9659,0.0437,0.989
0.315108073,0.2074,0.9684,0.0423,0.991
0.31677552,0.2040,0.9689,0.0398,0.991
0.319341354,0.2050,0.9679,0.0389,0.990
0.321396406,0.2057,0.9679,0.0384,0.990
0.323825833,0.2062,0.9667,0.0376,0.989
0.32618901,0.2077,0.9679,0.0371,0.991
0.328469687,0.2079,0.9691,0.0386,0.992
0.331138645,0.2099,0.9669,0.0384,0.990
0.333165833,0.2103,0.9681,0.0374,0.991
0.33600375,0.2111,0.9684,0.0364,0.992
0.337893073,0.2128,0.9689,0.0347,0.993
0.340206041,0.2140,0.9686,0.0335,0.993
0.342661354,0.2167,0.9691,0.0330,0.994
0.34495177,0.2174,0.9681,0.0320,0.993
0.347518281,0.2157,0.9691,0.0320,0.993
0.349612968,0.2140,0.9684,0.0337,0.992
0.352045677,0.2133,0.9701,0.0340,0.994
0.3546825,0.2113,0.9703,0.0337,0.994
0.356659427,0.2089,0.9691,0.0354,0.992
0.359015468,0.2074,0.9701,0.0371,0.993
0.361358229,0.2067,0.9696,0.0371,0.992
0.364054062,0.2062,0.9696,0.0391,0.992
0.366083958,0.2060,0.9699,0.0386,0.992
0.368483073,0.2045,0.9691,0.0391,0.991
0.370870573,0.2042,0.9677,0.0381,0.990
0.373274166,0.2055,0.9677,0.0364,0.990
0.375489635,0.2069,0.9677,0.0362,0.990
0.377958489,0.2079,0.9681,0.0364,0.991
0.380574583,0.2096,0.9699,0.0364,0.993
0.382758489,0.2118,0.9708,0.0367,0.994
0.384896198,0.2133,0.9696,0.0364,0.993
0.387385677,0.2123,0.9691,0.0362,0.993
0.389717448,0.2123,0.9689,0.0357,0.993
0.392069791,0.2121,0.9684,0.0359,0.992
0.394472135,0.2121,0.9696,0.0364,0.993
0.396901145,0.2125,0.9694,0.0367,0.993
0.399005052,0.2125,0.9694,0.0384,0.993
0.40141927,0.2116,0.9703,0.0369,0.994
0.403839635,0.2125,0.9708,0.0374,0.995
0.406165833,0.2130,0.9711,0.0371,0.995
0.408594947,0.2138,0.9718,0.0374,0.996
0.412886458,0.2128,0.9701,0.0367,0.994
0.413485625,0.2113,0.9703,0.0354,0.994
0.416320781,0.2123,0.9703,0.0330,0.994
0.418239947,0.2121,0.9718,0.0320,0.995
0.420311041,0.2113,0.9721,0.0332,0.995
0.422818854,0.2108,0.9708,0.0335,0.994
0.424959062,0.2096,0.9725,0.0347,0.995
0.427274218,0.2101,0.9718,0.0384,0.995
0.43192125,0.2113,0.9721,0.0401,0.996
0.433277291,0.2094,0.9703,0.0396,0.993
0.437919322,0.2096,0.9708,0.0413,0.994
0.438282552,0.2086,0.9716,0.0408,0.995
0.439164062,0.2072,0.9713,0.0403,0.994
0.441315781,0.2079,0.9716,0.0386,0.994
0.443788854,0.2101,0.9691,0.0374,0.992
0.446418333,0.2096,0.9703,0.0374,0.993
0.448651718,0.2072,0.9686,0.0384,0.991
0.450777916,0.2082,0.9696,0.0403,0.993
0.453763177,0.2086,0.9681,0.0423,0.991
0.45554776,0.2101,0.9677,0.0432,0.991
0.45786651,0.2106,0.9708,0.0454,0.994
0.460243645,0.2118,0.9701,0.0467,0.994
0.462854427,0.2125,0.9703,0.0457,0.994
0.464976875,0.2113,0.9701,0.0467,0.994
0.467362187,0.2111,0.9706,0.0454,0.994
0.469670937,0.2123,0.9711,0.0447,0.995
0.472107291,0.2118,0.9703,0.0452,0.994
0.474304531,0.2099,0.9713,0.0459,0.995
0.47673802,0.2091,0.9711,0.0459,0.994
0.479521197,0.2096,0.9691,0.0467,0.993
0.481458177,0.2089,0.9708,0.0484,0.994
0.483906406,0.2082,0.9696,0.0496,0.993
0.486446875,0.2064,0.9706,0.0511,0.994
0.488544322,0.2057,0.9725,0.0518,0.995
0.490894947,0.2055,0.9725,0.0511,0.995
0.49315177,0.2062,0.9708,0.0506,0.994
0.49601802,0.2064,0.9730,0.0533,0.996
0.497887395,0.2094,0.9699,0.0520,0.994
0.50039677,0.2118,0.9711,0.0511,0.995
0.502679843,0.2133,0.9728,0.0513,0.997
0.505323854,0.2143,0.9716,0.0503,0.996
0.507479895,0.2169,0.9718,0.0513,0.997
0.509623229,0.2191,0.9713,0.0525,0.997
0.513747864,0.2199,0.9708,0.0537,0.997
0.514461354,0.2196,0.9703,0.0555,0.996
0.516682395,0.2194,0.9703,0.0552,0.996
0.519181822,0.2184,0.9699,0.0574,0.996
0.52198651,0.2155,0.9703,0.0569,0.996
0.52382427,0.2130,0.9703,0.0584,0.995
0.526021666,0.2113,0.9730,0.0596,0.997
0.529646197,0.2103,0.9716,0.0599,0.996
0.530924218,0.2074,0.9721,0.0591,0.996
0.533173385,0.2042,0.9723,0.0601,0.995
0.535482447,0.2033,0.9711,0.0613,0.994
0.538573385,0.2001,0.9723,0.0608,0.995
0.540262239,0.1988,0.9735,0.0603,0.995
0.542821093,0.2008,0.9716,0.0611,0.994
0.545127239,0.2023,0.9708,0.0606,0.994
0.547433802,0.2033,0.9708,0.0616,0.994
0.549585729,0.2050,0.9711,0.0618,0.994
0.55199375,0.2062,0.9721,0.0596,0.995
0.55451151,0.2055,0.9725,0.0591,0.996
0.556822343,0.2082,0.9728,0.0599,0.997
0.55911526,0.2108,0.9708,0.0608,0.995
0.562998854,0.2099,0.9706,0.0603,0.995
0.563735104,0.2089,0.9699,0.0608,0.994
0.566100781,0.2084,0.9701,0.0603,0.994
0.568414635,0.2086,0.9716,0.0601,0.996
0.571309687,0.2082,0.9708,0.0603,0.995
0.573153437,0.2072,0.9708,0.0603,0.995
0.575466822,0.2086,0.9696,0.0594,0.994
0.578560885,0.2084,0.9691,0.0596,0.993
0.580653333,0.2084,0.9711,0.0594,0.995
0.582667031,0.2106,0.9706,0.0574,0.995
0.584900781,0.2128,0.9691,0.0584,0.994
0.587264791,0.2145,0.9686,0.0569,0.994
0.589730729,0.2140,0.9696,0.0542,0.994
0.591974687,0.2140,0.9699,0.0525,0.995
0.594688958,0.2135,0.9699,0.0518,0.994
0.596779322,0.2128,0.9696,0.0508,0.994
0.59915526,0.2116,0.9706,0.0498,0.995
0.60141151,0.2101,0.9718,0.0484,0.995
0.603864114,0.2089,0.9708,0.0481,0.994
0.606147187,0.2072,0.9723,0.0484,0.995
0.608499375,0.2072,0.9723,0.0496,0.995
0.61103177,0.2060,0.9703,0.0498,0.993
0.613665572,0.2042,0.9703,0.0494,0.993
0.61619625,0.2038,0.9711,0.0494,0.993
0.618002031,0.2038,0.9723,0.0486,0.995
0.620254739,0.2047,0.9723,0.0496,0.995
0.623064427,0.2062,0.9721,0.0498,0.995
0.624974687,0.2077,0.9723,0.0498,0.995
0.627446979,0.2099,0.9718,0.0494,0.995
0.629675729,0.2123,0.9706,0.0489,0.995
0.632451302,0.2103,0.9703,0.0464,0.994
0.634432395,0.2106,0.9699,0.0467,0.994
0.636896197,0.2118,0.9696,0.0464,0.994
0.639075364,0.2123,0.9699,0.0481,0.994
0.641397447,0.2121,0.9694,0.0503,0.994
0.643892135,0.2130,0.9696,0.0525,0.994
0.646157239,0.2143,0.9699,0.0540,0.995
0.648477083,0.2123,0.9674,0.0564,0.992
0.650760156,0.2113,0.9681,0.0550,0.992
0.653596354,0.2111,0.9684,0.0552,0.993
0.655754791,0.2099,0.9701,0.0552,0.994
0.657795052,0.2123,0.9701,0.0540,0.995
0.660420624,0.2121,0.9701,0.0535,0.994
0.662683541,0.2121,0.9686,0.0518,0.993
0.664981145,0.2101,0.9684,0.0515,0.992
0.667238802,0.2096,0.9694,0.0515,0.993
0.669636249,0.2089,0.9681,0.0513,0.992
0.672159374,0.2072,0.9667,0.0518,0.990
0.674594218,0.2062,0.9691,0.0528,0.992
0.676816406,0.2062,0.9696,0.0547,0.993
0.679049114,0.2072,0.9691,0.0564,0.993
0.681339166,0.2082,0.9708,0.0562,0.994
0.683721302,0.2074,0.9696,0.0559,0.993
0.686006458,0.2089,0.9691,0.0559,0.993
0.688522291,0.2094,0.9718,0.0530,0.996
0.690872656,0.2099,0.9713,0.0533,0.995
0.693489374,0.2096,0.9696,0.0515,0.993
0.695699322,0.2116,0.9694,0.0515,0.994
0.697855364,0.2123,0.9701,0.0501,0.994
0.700108437,0.2118,0.9713,0.0501,0.995
0.702523072,0.2128,0.9716,0.0530,0.996
0.704974322,0.2125,0.9708,0.0537,0.995
0.707417239,0.2125,0.9713,0.0555,0.996
0.709794166,0.2138,0.9689,0.0542,0.994
0.714127708,0.2150,0.9694,0.0528,0.994
0.714649687,0.2152,0.9703,0.0513,0.995
0.716717031,0.2162,0.9706,0.0486,0.996
0.719140156,0.2187,0.9703,0.0472,0.996
0.722150885,0.2165,0.9711,0.0467,0.996
0.723643854,0.2160,0.9699,0.0457,0.995
0.726186145,0.2169,0.9730,0.0474,0.998
0.730417187,0.2140,0.9711,0.0474,0.996
0.731125624,0.2106,0.9703,0.0476,0.994
0.733132135,0.2099,0.9699,0.0462,0.993
0.735531406,0.2079,0.9699,0.0447,0.993
0.738541562,0.2069,0.9699,0.0432,0.993
0.74131677,0.2050,0.9708,0.0418,0.993
0.743857343,0.2040,0.9708,0.0408,0.993
0.747190885,0.2055,0.9701,0.0391,0.992
0.747827812,0.2052,0.9716,0.0367,0.994
0.749712083,0.2057,0.9699,0.0367,0.992
0.751867656,0.2052,0.9689,0.0359,0.991
0.754421822,0.2050,0.9699,0.0347,0.992
0.756705989,0.2055,0.9711,0.0342,0.993
0.759293854,0.2057,0.9694,0.0320,0.991
0.761313854,0.2072,0.9677,0.0323,0.990
0.763845052,0.2084,0.9699,0.0325,0.993
0.766229791,0.2077,0.9706,0.0310,0.993
0.768564427,0.2062,0.9694,0.0308,0.992
0.771173385,0.2062,0.9686,0.0303,0.991
0.773141041,0.2074,0.9711,0.0323,0.994
0.775623958,0.2077,0.9711,0.0332,0.994
0.777815208,0.2079,0.9718,0.0357,0.994
0.780151562,0.2096,0.9711,0.0347,0.994
0.782608541,0.2074,0.9718,0.0340,0.994
0.784883958,0.2089,0.9703,0.0337,0.993
0.787821874,0.2101,0.9725,0.0327,0.996
0.789797083,0.2116,0.9730,0.0327,0.996
0.792236041,0.2135,0.9733,0.0330,0.997
0.794221874,0.2135,0.9740,0.0354,0.998
0.796588958,0.2160,0.9728,0.0357,0.997
0.799094583,0.2160,0.9728,0.0349,0.997
0.801310416,0.2174,0.9735,0.0335,0.998
0.80375552,0.2191,0.9723,0.0347,0.997
0.807149114,0.2179,0.9730,0.0364,0.998
0.808749374,0.2191,0.9733,0.0396,0.998
0.810792708,0.2179,0.9735,0.0430,0.999
0.815884687,0.2143,0.9735,0.0476,0.998
0.816268072,0.2143,0.9730,0.0503,0.998
0.818191041,0.2125,0.9718,0.0506,0.996
0.820745312,0.2091,0.9713,0.0501,0.995
0.82260526,0.2096,0.9735,0.0491,0.997
0.825410208,0.2086,0.9721,0.0476,0.995
0.827212395,0.2094,0.9735,0.0489,0.997
0.82964651,0.2082,0.9713,0.0464,0.994
0.831932395,0.2091,0.9711,0.0464,0.994
0.834089374,0.2082,0.9723,0.0459,0.995
0.836410729,0.2062,0.9728,0.0445,0.995
0.838984531,0.2047,0.9730,0.0452,0.995
0.841547187,0.2042,0.9716,0.0452,0.994
0.843700677,0.2050,0.9699,0.0464,0.992
0.846081822,0.2052,0.9711,0.0476,0.994
0.848424739,0.2052,0.9718,0.0476,0.994
0.850773489,0.2055,0.9699,0.0467,0.992
0.85301651,0.2060,0.9703,0.0462,0.993
0.855469895,0.2052,0.9703,0.0476,0.993
0.858247239,0.2089,0.9701,0.0479,0.993
0.860296041,0.2103,0.9703,0.0472,0.994
0.862754114,0.2108,0.9684,0.0479,0.992
0.864840989,0.2145,0.9686,0.0472,0.993
0.867139999,0.2155,0.9689,0.0472,0.994
0.869469583,0.2145,0.9679,0.0479,0.993
0.872016249,0.2150,0.9684,0.0489,0.993
0.874498645,0.2157,0.9686,0.0481,0.994
0.876617187,0.2162,0.9686,0.0494,0.994
0.87967776,0.2157,0.9686,0.0491,0.994
0.881637031,0.2165,0.9699,0.0479,0.995
0.88371427,0.2147,0.9699,0.0476,0.994
0.885967083,0.2145,0.9691,0.0472,0.994
0.88843401,0.2145,0.9679,0.0474,0.993
0.891032187,0.2160,0.9694,0.0472,0.994
0.893104218,0.2165,0.9694,0.0459,0.994
0.896422708,0.2160,0.9713,0.0469,0.996
0.898137187,0.2152,0.9721,0.0467,0.997
0.900296979,0.2143,0.9711,0.0472,0.996
0.902462864,0.2138,0.9706,0.0464,0.995
0.904855729,0.2123,0.9708,0.0462,0.995
0.90747401,0.2111,0.9703,0.0472,0.994
0.909583958,0.2099,0.9711,0.0462,0.995
0.911867343,0.2084,0.9708,0.0459,0.994
0.916400104,0.2079,0.9703,0.0459,0.993
0.917001197,0.2069,0.9708,0.0479,0.994
0.919958333,0.2057,0.9703,0.0491,0.993
0.92164302,0.2050,0.9694,0.0481,0.992
0.924203749,0.2047,0.9696,0.0481,0.992
0.926032499,0.2057,0.9694,0.0454,0.992
0.928225729,0.2052,0.9681,0.0464,0.991
0.930723124,0.2047,0.9684,0.0457,0.991
0.933007239,0.2057,0.9699,0.0452,0.992
0.935508749,0.2052,0.9686,0.0459,0.991
0.938087968,0.2057,0.9686,0.0452,0.991
0.940827916,0.2079,0.9674,0.0452,0.991
0.942635937,0.2086,0.9679,0.0459,0.991
0.944747031,0.2079,0.9684,0.0467,0.992
0.947373593,0.2072,0.9694,0.0464,0.992
0.949605833,0.2086,0.9699,0.0481,0.993
0.952152187,0.2091,0.9689,0.0476,0.992
0.955053489,0.2096,0.9686,0.0479,0.992
0.956937187,0.2091,0.9694,0.0476,0.993
0.959012551,0.2101,0.9677,0.0474,0.991
0.961310051,0.2123,0.9681,0.0447,0.992
0.96366526,0.2130,0.9679,0.0450,0.992
0.966132239,0.2118,0.9674,0.0452,0.991
0.968373124,0.2130,0.9696,0.0459,0.994
0.970784374,0.2147,0.9689,0.0474,0.994
0.973487291,0.2138,0.9711,0.0472,0.995
0.975754531,0.2125,0.9713,0.0459,0.995
0.977744479,0.2123,0.9708,0.0457,0.995
0.980148176,0.2099,0.9708,0.0454,0.994
0.982502656,0.2111,0.9713,0.0452,0.995
0.984836301,0.2106,0.9718,0.0457,0.995
0.98728302,0.2096,0.9716,0.0447,0.995
0.990050468,0.2108,0.9718,0.0464,0.996
0.991887447,0.2121,0.9713,0.0469,0.995
0.99421427,0.2125,0.9723,0.0452,0.996
0.99654177,0.2125,0.9725,0.0469,0.997
0.999028072,0.2116,0.9701,0.0479,0.994
1.001328124,0.2086,0.9694,0.0469,0.993
1.003614739,0.2077,0.9711,0.0476,0.994
1.006244322,0.2055,0.9706,0.0501,0.993
1.008275051,0.2064,0.9691,0.0496,0.992
1.010668124,0.2057,0.9703,0.0484,0.993
1.015244843,0.2060,0.9716,0.0459,0.994
1.015622239,0.2067,0.9721,0.0459,0.995
1.017882395,0.2079,0.9713,0.0462,0.994
1.020227187,0.2084,0.9696,0.0469,0.993
1.022752447,0.2086,0.9681,0.0467,0.991
1.024844426,0.2116,0.9689,0.0454,0.993
1.027143854,0.2121,0.9699,0.0457,0.994
1.029372604,0.2145,0.9708,0.0474,0.995
1.031916406,0.2135,0.9696,0.0481,0.994
1.034143958,0.2125,0.9694,0.0469,0.994
1.03650151,0.2103,0.9681,0.0467,0.992
1.039096458,0.2111,0.9684,0.0459,0.992
1.041228854,0.2101,0.9694,0.0454,0.993
1.043542864,0.2067,0.9699,0.0452,0.993
1.045920572,0.2067,0.9694,0.0454,0.992
1.048587812,0.2060,0.9686,0.0445,0.991
1.050802499,0.2050,0.9696,0.0454,0.992
1.052917968,0.2055,0.9691,0.0445,0.992
1.055517083,0.2069,0.9694,0.0454,0.992
1.057651354,0.2064,0.9686,0.0442,0.991
1.060129843,0.2082,0.9689,0.0452,0.992
1.062453697,0.2089,0.9684,0.0450,0.992
1.06478401,0.2099,0.9679,0.0459,0.991
1.067056353,0.2121,0.9677,0.0469,0.992
1.069491197,0.2133,0.9674,0.0467,0.992
1.072100728,0.2133,0.9691,0.0481,0.993
1.074146822,0.2123,0.9706,0.0481,0.995
1.076529791,0.2140,0.9703,0.0474,0.995
1.07888901,0.2140,0.9706,0.0474,0.995
1.081286249,0.2138,0.9708,0.0484,0.995
1.083775312,0.2138,0.9689,0.0481,0.993
1.085967916,0.2128,0.9694,0.0486,0.994
1.088809114,0.2099,0.9703,0.0496,0.994
1.091507239,0.2086,0.9703,0.0503,0.994
1.09333026,0.2106,0.9728,0.0503,0.997
1.095334322,0.2099,0.9735,0.0486,0.997
1.097738697,0.2113,0.9743,0.0479,0.998
1.099962656,0.2118,0.9735,0.0469,0.997
1.10291677,0.2116,0.9743,0.0459,0.998
1.105360624,0.2128,0.9738,0.0474,0.998
1.107806093,0.2108,0.9735,0.0459,0.997
1.109550624,0.2111,0.9723,0.0474,0.996
1.111801406,0.2123,0.9728,0.0469,0.997
1.114192291,0.2116,0.9733,0.0464,0.997
1.116548124,0.2089,0.9745,0.0464,0.998
1.119141145,0.2079,0.9745,0.0462,0.997
1.124516666,0.2079,0.9740,0.0476,0.997
1.124868124,0.2086,0.9745,0.0474,0.998
1.127328749,0.2101,0.9750,0.0474,0.998
1.128258906,0.2089,0.9730,0.0459,0.996
1.130895051,0.2072,0.9721,0.0464,0.995
1.133102812,0.2060,0.9703,0.0476,0.993
1.135322083,0.2064,0.9708,0.0454,0.994
1.137839062,0.2077,0.9723,0.0459,0.995
1.139996666,0.2091,0.9711,0.0462,0.994
1.142446926,0.2106,0.9711,0.0462,0.995
1.144822395,0.2113,0.9713,0.0476,0.995
1.14712302,0.2113,0.9701,0.0481,0.994
1.149436718,0.2096,0.9721,0.0479,0.996
1.151748853,0.2086,0.9708,0.0491,0.994
1.154502291,0.2094,0.9703,0.0469,0.994
1.156571978,0.2072,0.9713,0.0469,0.994
1.158872447,0.2077,0.9696,0.0467,0.993
1.161079218,0.2064,0.9703,0.0494,0.993
1.163741614,0.2072,0.9721,0.0491,0.995
1.16632427,0.2072,0.9733,0.0484,0.996
1.168515676,0.2064,0.9701,0.0467,0.993
1.170839062,0.2074,0.9701,0.0459,0.993
1.17308177,0.2082,0.9713,0.0467,0.994
1.175365364,0.2086,0.9706,0.0459,0.994
1.177773749,0.2094,0.9691,0.0450,0.993
1.180362603,0.2091,0.9689,0.0452,0.992
1.182833958,0.2091,0.9689,0.0469,0.992
1.184803176,0.2086,0.9686,0.0479,0.992
1.187247187,0.2074,0.9694,0.0481,0.992
1.189495416,0.2074,0.9718,0.0491,0.995
1.191792551,0.2072,0.9701,0.0479,0.993
1.194074478,0.2057,0.9694,0.0481,0.992
1.196538072,0.2062,0.9706,0.0486,0.993
1.199304062,0.2074,0.9701,0.0489,0.993
1.201583333,0.2074,0.9716,0.0469,0.995
1.203694218,0.2106,0.9716,0.0459,0.995
1.207178853,0.2121,0.9725,0.0459,0.996
1.208813853,0.2125,0.9728,0.0447,0.997
1.210962135,0.2150,0.9738,0.0452,0.998
1.212974583,0.2140,0.9725,0.0464,0.997
1.215295833,0.2152,0.9711,0.0462,0.996
1.217586718,0.2147,0.9743,0.0467,0.999
1.220273333,0.2152,0.9740,0.0467,0.999
1.223866562,0.2130,0.9747,0.0474,0.999
1.226528489,0.2133,0.9740,0.0464,0.998
1.227034843,0.2108,0.9730,0.0476,0.997
1.229461926,0.2101,0.9743,0.0467,0.998
1.231794895,0.2096,0.9723,0.0474,0.996
1.234183541,0.2099,0.9718,0.0464,0.995
1.236663124,0.2072,0.9725,0.0474,0.995
1.239063853,0.2069,0.9711,0.0467,0.994
1.241507864,0.2082,0.9711,0.0459,0.994
1.24356427,0.2077,0.9711,0.0464,0.994
1.245818489,0.2094,0.9706,0.0450,0.994
1.248349374,0.2086,0.9708,0.0447,0.994
1.250667603,0.2089,0.9689,0.0445,0.992
1.253105728,0.2084,0.9694,0.0435,0.992
1.255302395,0.2077,0.9701,0.0437,0.993
1.257921145,0.2064,0.9706,0.0445,0.993
1.259976301,0.2082,0.9701,0.0447,0.993
1.262244739,0.2091,0.9684,0.0462,0.992
1.264687083,0.2096,0.9686,0.0459,0.992
1.267082812,0.2108,0.9672,0.0457,0.991
1.269480624,0.2091,0.9684,0.0447,0.992
1.271759583,0.2091,0.9686,0.0445,0.992
1.274447708,0.2118,0.9674,0.0467,0.991
1.27659776,0.2133,0.9662,0.0454,0.990
1.278862135,0.2106,0.9662,0.0472,0.990
1.281253489,0.2106,0.9672,0.0474,0.991
1.283875624,0.2099,0.9674,0.0481,0.991
1.28614151,0.2062,0.9667,0.0489,0.990
1.288314999,0.2072,0.9657,0.0484,0.989
1.290915728,0.2089,0.9633,0.0481,0.987
1.293223385,0.2096,0.9640,0.0479,0.988
1.295415728,0.2096,0.9620,0.0481,0.986
1.297637968,0.2113,0.9630,0.0476,0.987
1.300033905,0.2111,0.9635,0.0491,0.988
1.302841197,0.2118,0.9647,0.0467,0.989
1.304747187,0.2121,0.9647,0.0459,0.989
1.307171822,0.2103,0.9664,0.0469,0.990
