time,gFx,gFy,gFz,TgF
0.593565833,0.2052,0.9708,0.0450,0.993
0.595851354,0.2025,0.9716,0.0450,0.993
0.598413072,0.2013,0.9725,0.0459,0.994
0.600701927,0.2038,0.9706,0.0472,0.993
0.603133593,0.2042,0.9706,0.0479,0.993
0.605143802,0.2055,0.9689,0.0476,0.992
0.607539947,0.2030,0.9699,0.0469,0.992
0.610566458,0.2016,0.9721,0.0462,0.994
0.612251822,0.2016,0.9718,0.0472,0.994
0.615171666,0.2006,0.9723,0.0459,0.994
0.617050052,0.1991,0.9711,0.0474,0.992
0.619411406,0.1991,0.9703,0.0479,0.992
0.62162302,0.1991,0.9699,0.0489,0.991
0.624018802,0.2016,0.9706,0.0486,0.992
0.62639026,0.2013,0.9711,0.0467,0.993
0.628759218,0.2016,0.9728,0.0476,0.995
0.631336145,0.1998,0.9725,0.0481,0.994
0.635183229,0.2016,0.9718,0.0481,0.994
0.637585937,0.2035,0.9711,0.0481,0.993
0.638131197,0.2042,0.9711,0.0486,0.994
0.64072276,0.2038,0.9708,0.0484,0.993
0.642811197,0.2064,0.9711,0.0494,0.994
0.64501677,0.2057,0.9721,0.0503,0.995
0.647906822,0.2047,0.9733,0.0511,0.996
0.649985104,0.2052,0.9718,0.0501,0.995
0.652282552,0.2040,0.9721,0.0508,0.995
0.654526354,0.2035,0.9718,0.0506,0.994
0.656959791,0.2018,0.9738,0.0511,0.996
0.65947151,0.2001,0.9721,0.0515,0.994
0.661997291,0.1996,0.9733,0.0511,0.995
0.664144583,0.1991,0.9718,0.0513,0.993
0.666470885,0.1986,0.9716,0.0511,0.993
0.668789062,0.2001,0.9703,0.0513,0.992
0.671057135,0.2006,0.9716,0.0511,0.993
0.673624218,0.2018,0.9711,0.0513,0.993
0.676137552,0.2040,0.9708,0.0496,0.993
0.678106614,0.2042,0.9721,0.0491,0.994
0.680642916,0.2055,0.9725,0.0486,0.995
0.682807135,0.2055,0.9721,0.0494,0.995
0.685326718,0.2077,0.9718,0.0484,0.995
0.687418489,0.2077,0.9716,0.0469,0.995
0.690161041,0.2055,0.9721,0.0467,0.995
0.692291874,0.2057,0.9703,0.0474,0.993
0.694717656,0.2035,0.9703,0.0459,0.993
0.697162083,0.2028,0.9696,0.0464,0.992
0.699259687,0.2013,0.9691,0.0491,0.991
0.701764895,0.2008,0.9708,0.0489,0.993
0.704049999,0.1979,0.9723,0.0481,0.993
0.706433541,0.1991,0.9703,0.0484,0.992
0.708872239,0.1993,0.9713,0.0491,0.993
0.711343541,0.1984,0.9713,0.0489,0.993
0.713828333,0.2001,0.9718,0.0489,0.993
0.71582052,0.2025,0.9713,0.0501,0.993
0.718180677,0.2038,0.9713,0.0486,0.994
0.720543177,0.2045,0.9718,0.0476,0.994
0.722872083,0.2038,0.9730,0.0503,0.995
0.727445468,0.2030,0.9735,0.0491,0.996
0.728056302,0.2016,0.9735,0.0486,0.995
0.730586249,0.2035,0.9740,0.0491,0.996
0.732463177,0.2025,0.9728,0.0494,0.995
0.734594635,0.2008,0.9718,0.0489,0.994
0.73687052,0.2023,0.9728,0.0491,0.995
0.739200833,0.2018,0.9730,0.0494,0.995
0.74179276,0.2052,0.9733,0.0506,0.996
0.744020729,0.2062,0.9718,0.0498,0.995
0.746418749,0.2035,0.9718,0.0489,0.994
0.748851249,0.2035,0.9708,0.0491,0.993
0.751457552,0.2038,0.9713,0.0479,0.994
0.753269635,0.2018,0.9721,0.0479,0.994
0.755634895,0.2008,0.9708,0.0462,0.992
0.758085833,0.2006,0.9716,0.0464,0.993
0.760773958,0.2013,0.9716,0.0462,0.993
0.762945468,0.2030,0.9733,0.0462,0.995
0.765039427,0.2020,0.9735,0.0462,0.995
0.767776666,0.2008,0.9718,0.0457,0.993
0.77009151,0.1991,0.9708,0.0437,0.992
0.77216302,0.2006,0.9706,0.0418,0.992
0.774563541,0.2016,0.9708,0.0413,0.992
0.776971614,0.2011,0.9723,0.0418,0.994
0.779639583,0.2013,0.9728,0.0413,0.994
0.781680416,0.2016,0.9703,0.0420,0.992
0.784462708,0.2038,0.9701,0.0408,0.992
0.786493593,0.2038,0.9701,0.0420,0.992
0.788595833,0.2030,0.9718,0.0420,0.994
0.79104901,0.2040,0.9713,0.0425,0.993
0.793317551,0.2035,0.9723,0.0418,0.994
0.79580776,0.2023,0.9718,0.0408,0.993
0.798093906,0.2003,0.9713,0.0415,0.993
0.800860208,0.1984,0.9718,0.0403,0.993
0.803145624,0.1979,0.9735,0.0403,0.994
0.805119426,0.1986,0.9733,0.0415,0.994
0.807677551,0.1971,0.9743,0.0432,0.995
0.810334426,0.1971,0.9738,0.0437,0.994
0.812407968,0.1998,0.9743,0.0435,0.995
0.814554479,0.2006,0.9716,0.0430,0.993
0.817117395,0.2006,0.9738,0.0428,0.995
0.81930302,0.2013,0.9733,0.0428,0.995
0.821747968,0.2028,0.9743,0.0430,0.996
0.826079843,0.2013,0.9743,0.0435,0.996
0.82644052,0.1993,0.9738,0.0450,0.995
0.829164635,0.2011,0.9757,0.0452,0.997
0.830902239,0.2018,0.9752,0.0457,0.997
0.833205781,0.2008,0.9740,0.0484,0.996
0.835683749,0.1996,0.9757,0.0467,0.997
0.837961145,0.1993,0.9755,0.0472,0.997
0.840478437,0.2013,0.9752,0.0489,0.997
0.842936249,0.2018,0.9747,0.0486,0.997
0.845443854,0.2020,0.9745,0.0469,0.996
0.847443437,0.2013,0.9740,0.0467,0.996
0.850054895,0.2006,0.9747,0.0447,0.996
0.852624739,0.2020,0.9750,0.0430,0.997
0.854746406,0.2035,0.9745,0.0447,0.997
0.856885364,0.2038,0.9738,0.0457,0.996
0.859439947,0.2045,0.9728,0.0462,0.995
0.861801249,0.2035,0.9728,0.0469,0.995
0.863889687,0.2033,0.9721,0.0479,0.994
0.866299999,0.2033,0.9701,0.0479,0.992
0.868644374,0.2023,0.9716,0.0481,0.994
0.870887812,0.2035,0.9723,0.0489,0.995
0.873788281,0.2033,0.9735,0.0491,0.996
0.875728697,0.2003,0.9723,0.0486,0.994
0.878353697,0.1991,0.9735,0.0484,0.995
0.880375937,0.1993,0.9733,0.0481,0.995
0.882936458,0.1993,0.9721,0.0494,0.994
0.885219426,0.1988,0.9728,0.0498,0.994
0.887418124,0.1974,0.9721,0.0491,0.993
0.889972343,0.1964,0.9711,0.0496,0.992
0.892288906,0.1964,0.9721,0.0513,0.993
0.894754739,0.1952,0.9701,0.0506,0.991
0.896993593,0.1969,0.9718,0.0501,0.993
0.899727083,0.1971,0.9708,0.0494,0.992
0.901860833,0.2003,0.9706,0.0496,0.992
0.90383552,0.1998,0.9708,0.0494,0.992
0.906229791,0.1993,0.9701,0.0476,0.992
0.909993281,0.2006,0.9718,0.0472,0.993
0.914307864,0.2013,0.9747,0.0452,0.996
0.916641666,0.2025,0.9733,0.0450,0.995
0.917298906,0.2016,0.9730,0.0459,0.995
0.918262343,0.1998,0.9725,0.0464,0.994
0.920490468,0.2011,0.9711,0.0457,0.993
0.922790104,0.1998,0.9708,0.0445,0.992
0.925146354,0.2001,0.9699,0.0454,0.991
0.927647551,0.2023,0.9721,0.0476,0.994
0.930330781,0.2025,0.9738,0.0479,0.996
0.935369635,0.2030,0.9730,0.0467,0.995
0.935737343,0.2055,0.9718,0.0479,0.994
0.937209218,0.2040,0.9730,0.0474,0.995
0.939319062,0.2047,0.9721,0.0489,0.995
0.941755781,0.2057,0.9728,0.0481,0.995
0.94463026,0.2062,0.9725,0.0479,0.995
0.946497291,0.2033,0.9723,0.0496,0.995
0.948849635,0.2042,0.9721,0.0491,0.994
0.951083229,0.2050,0.9723,0.0501,0.995
0.953431874,0.2057,0.9721,0.0498,0.995
0.955752395,0.2047,0.9723,0.0481,0.995
0.958153854,0.2038,0.9730,0.0489,0.995
0.961040104,0.2042,0.9728,0.0496,0.995
0.962759947,0.2042,0.9718,0.0498,0.994
0.965052135,0.2052,0.9725,0.0498,0.995
0.967858854,0.2047,0.9701,0.0501,0.993
0.970256093,0.2028,0.9703,0.0508,0.993
0.972258854,0.2018,0.9713,0.0491,0.993
0.974805104,0.1998,0.9716,0.0494,0.993
0.977678229,0.1986,0.9733,0.0486,0.995
0.979254426,0.1988,0.9716,0.0494,0.993
0.981607968,0.1986,0.9740,0.0472,0.995
0.984151406,0.1993,0.9733,0.0481,0.995
0.986844531,0.1974,0.9735,0.0464,0.994
0.988739374,0.1986,0.9713,0.0476,0.993
0.991711718,0.1988,0.9716,0.0479,0.993
0.993911614,0.2006,0.9711,0.0479,0.993
0.995882551,0.2003,0.9725,0.0464,0.994
0.99823052,0.2011,0.9721,0.0472,0.994
1.000577447,0.2023,0.9718,0.0457,0.994
1.003026978,0.2042,0.9708,0.0459,0.993
1.005237968,0.2052,0.9716,0.0454,0.994
1.007317708,0.2040,0.9713,0.0442,0.993
1.010256249,0.2047,0.9723,0.0428,0.995
1.012164687,0.2047,0.9718,0.0430,0.994
1.01456526,0.2033,0.9738,0.0425,0.996
1.016919166,0.2025,0.9730,0.0435,0.995
1.019269374,0.2018,0.9718,0.0418,0.993
1.021539687,0.1993,0.9708,0.0420,0.992
1.023945312,0.1993,0.9706,0.0425,0.992
1.026492031,0.1984,0.9723,0.0425,0.993
1.02887302,0.1979,0.9721,0.0425,0.993
1.030951978,0.1988,0.9730,0.0418,0.994
1.033285051,0.1984,0.9716,0.0420,0.992
1.035696718,0.2001,0.9713,0.0420,0.993
1.038082968,0.2013,0.9728,0.0406,0.994
1.040312499,0.2033,0.9721,0.0391,0.994
1.043099895,0.2023,0.9718,0.0384,0.993
1.04509526,0.2035,0.9723,0.0384,0.994
1.047359947,0.2042,0.9752,0.0393,0.997
1.050326562,0.2030,0.9762,0.0386,0.998
1.052227187,0.2023,0.9740,0.0403,0.996
1.054418124,0.2016,0.9728,0.0428,0.994
1.056681145,0.2018,0.9713,0.0450,0.993
1.059407603,0.1996,0.9718,0.0481,0.993
1.06185427,0.1996,0.9738,0.0496,0.995
1.063973906,0.1979,0.9730,0.0506,0.994
1.066189947,0.1986,0.9723,0.0506,0.994
1.068830051,0.1986,0.9740,0.0503,0.995
1.070866978,0.1998,0.9738,0.0496,0.995
1.073229218,0.1993,0.9750,0.0476,0.996
1.075807916,0.1993,0.9762,0.0462,0.997
1.078066458,0.2013,0.9752,0.0454,0.997
1.080354687,0.2020,0.9738,0.0467,0.996
1.08266026,0.2013,0.9740,0.0479,0.996
1.085241562,0.2018,0.9733,0.0476,0.995
1.087773906,0.2023,0.9723,0.0494,0.994
1.089957708,0.2025,0.9730,0.0503,0.995
1.092405833,0.2033,0.9728,0.0491,0.995
1.094744322,0.2040,0.9718,0.0501,0.994
1.097063333,0.2038,0.9725,0.0498,0.995
1.099341926,0.2047,0.9730,0.0503,0.996
1.101649947,0.2060,0.9716,0.0503,0.994
1.10380927,0.2074,0.9701,0.0491,0.993
1.106407812,0.2067,0.9706,0.0489,0.994
1.10892677,0.2047,0.9721,0.0472,0.994
1.110940728,0.2028,0.9728,0.0484,0.995
1.113224843,0.2011,0.9718,0.0486,0.994
1.115586926,0.2011,0.9728,0.0491,0.995
1.118326666,0.1988,0.9716,0.0494,0.993
1.120429374,0.1979,0.9725,0.0484,0.994
1.122705937,0.1981,0.9713,0.0491,0.993
1.128510781,0.1966,0.9703,0.0498,0.991
1.129140833,0.1981,0.9708,0.0481,0.992
1.131102656,0.1974,0.9713,0.0472,0.992
1.132011614,0.1974,0.9723,0.0486,0.993
1.134374843,0.2003,0.9718,0.0479,0.993
1.136844062,0.2001,0.9711,0.0472,0.993
1.139088124,0.2013,0.9725,0.0474,0.994
1.14183776,0.2013,0.9718,0.0489,0.994
1.143843958,0.2016,0.9706,0.0484,0.992
1.146458072,0.2003,0.9708,0.0503,0.993
1.148546093,0.2006,0.9708,0.0511,0.993
1.150930937,0.2006,0.9711,0.0518,0.993
1.153534062,0.2003,0.9708,0.0503,0.993
1.155689426,0.2020,0.9728,0.0494,0.995
1.158404895,0.2025,0.9711,0.0491,0.993
1.160407135,0.2020,0.9718,0.0486,0.994
1.162642968,0.2055,0.9713,0.0496,0.994
1.164994166,0.2079,0.9711,0.0496,0.994
1.167434478,0.2069,0.9723,0.0484,0.995
1.17000276,0.2067,0.9728,0.0481,0.996
1.172067083,0.2069,0.9730,0.0489,0.996
1.17497401,0.2089,0.9706,0.0496,0.994
1.176888333,0.2077,0.9713,0.0496,0.995
1.179215676,0.2084,0.9716,0.0506,0.995
1.181446197,0.2077,0.9708,0.0496,0.994
1.18429651,0.2060,0.9708,0.0469,0.994
1.186207864,0.2042,0.9725,0.0445,0.995
1.189102968,0.2025,0.9721,0.0435,0.994
1.191036562,0.2003,0.9721,0.0420,0.993
1.193640781,0.2003,0.9730,0.0413,0.994
1.195516197,0.1993,0.9750,0.0415,0.996
1.198003489,0.1966,0.9735,0.0418,0.994
1.201556249,0.1966,0.9728,0.0413,0.993
1.202614739,0.1959,0.9740,0.0413,0.994
1.205058593,0.1962,0.9718,0.0415,0.992
1.207456249,0.1959,0.9718,0.0408,0.992
1.209788749,0.1974,0.9721,0.0398,0.993
1.212006145,0.1998,0.9740,0.0384,0.995
1.214507187,0.2008,0.9733,0.0367,0.994
1.216741822,0.2008,0.9725,0.0386,0.994
1.219552968,0.2023,0.9728,0.0386,0.994
1.221718072,0.2025,0.9721,0.0393,0.994
1.223990051,0.2008,0.9730,0.0401,0.994
1.227338645,0.2011,0.9723,0.0408,0.994
1.229710155,0.2016,0.9725,0.0425,0.994
1.230960364,0.2045,0.9740,0.0423,0.996
1.233110572,0.2035,0.9745,0.0430,0.996
1.235718124,0.2030,0.9730,0.0437,0.995
1.238180155,0.2033,0.9721,0.0442,0.994
1.240579478,0.2040,0.9735,0.0450,0.996
1.242860989,0.2030,0.9740,0.0459,0.996
1.24522453,0.2028,0.9738,0.0450,0.996
1.247379583,0.2030,0.9747,0.0452,0.997
1.25002276,0.2020,0.9755,0.0442,0.997
1.252065364,0.2023,0.9730,0.0459,0.995
1.254431197,0.1998,0.9728,0.0452,0.994
1.256926718,0.1993,0.9735,0.0454,0.995
1.259312603,0.1986,0.9730,0.0454,0.994
1.261667968,0.1993,0.9723,0.0472,0.994
1.263839791,0.1981,0.9723,0.0474,0.993
1.266188176,0.1966,0.9735,0.0472,0.994
1.268698489,0.1966,0.9750,0.0469,0.996
1.271109999,0.1984,0.9760,0.0464,0.997
1.27352401,0.1993,0.9750,0.0447,0.996
1.275728593,0.1964,0.9747,0.0452,0.995
1.27828276,0.1957,0.9752,0.0454,0.996
1.280365364,0.1966,0.9743,0.0457,0.995
1.282585989,0.1988,0.9725,0.0462,0.994
1.285115885,0.1991,0.9733,0.0459,0.994
1.287557551,0.1986,0.9728,0.0472,0.994
1.289999062,0.1976,0.9728,0.0467,0.994
1.292021874,0.1979,0.9728,0.0459,0.994
1.294611405,0.1991,0.9721,0.0454,0.993
1.296938958,0.2001,0.9740,0.0462,0.995
1.299128124,0.1998,0.9747,0.0457,0.996
1.30151302,0.2001,0.9725,0.0452,0.994
1.303740885,0.2013,0.9723,0.0464,0.994
1.306557551,0.2025,0.9733,0.0476,0.995
1.308485312,0.2018,0.9708,0.0467,0.993
