time,gFx,gFy,gFz,TgF
0.109981511,0.2101,0.9696,0.0547,0.994
0.112454011,0.2091,0.9699,0.0581,0.994
0.11479349,0.2060,0.9696,0.0620,0.993
0.117279896,0.2052,0.9701,0.0630,0.994
0.119258646,0.2028,0.9686,0.0623,0.992
0.121909479,0.1996,0.9699,0.0586,0.992
0.124212031,0.2013,0.9689,0.0559,0.991
0.126405104,0.2018,0.9706,0.0550,0.993
0.12869599,0.2030,0.9706,0.0542,0.993
0.131223073,0.2055,0.9713,0.0525,0.994
0.133715677,0.2055,0.9706,0.0542,0.994
0.135741198,0.2062,0.9718,0.0559,0.995
0.138151823,0.2062,0.9718,0.0596,0.995
0.140697865,0.2047,0.9696,0.0640,0.993
0.142852656,0.2030,0.9686,0.0677,0.992
0.145131406,0.2020,0.9696,0.0682,0.993
0.147603802,0.2018,0.9701,0.0662,0.993
0.150242344,0.2038,0.9699,0.0655,0.993
0.152210156,0.2047,0.9691,0.0635,0.993
0.15896,0.2050,0.9708,0.0589,0.994
0.159259636,0.2064,0.9691,0.0537,0.992
0.159428021,0.2060,0.9701,0.0498,0.993
0.161720521,0.2067,0.9684,0.0486,0.991
0.165170886,0.2074,0.9689,0.0474,0.992
0.166545156,0.2069,0.9696,0.0467,0.993
0.168766979,0.2057,0.9701,0.0508,0.993
0.171532552,0.2038,0.9708,0.0513,0.993
0.173489167,0.2003,0.9706,0.0520,0.992
0.175772083,0.1974,0.9701,0.0518,0.991
0.178222917,0.1964,0.9664,0.0501,0.987
0.180488594,0.1962,0.9699,0.0494,0.991
0.182995,0.1979,0.9694,0.0450,0.990
0.185084896,0.1981,0.9699,0.0420,0.991
0.187729167,0.1991,0.9706,0.0386,0.992
0.19006599,0.2016,0.9701,0.0357,0.991
0.192420208,0.2025,0.9718,0.0369,0.993
0.194582604,0.2033,0.9716,0.0379,0.993
0.196962344,0.2038,0.9711,0.0379,0.993
0.199556458,0.2038,0.9696,0.0406,0.992
0.202021875,0.2055,0.9689,0.0408,0.991
0.204079063,0.2055,0.9686,0.0403,0.991
0.206617448,0.2023,0.9703,0.0406,0.992
0.208742865,0.2020,0.9718,0.0393,0.993
0.211178698,0.1998,0.9725,0.0384,0.994
0.213563802,0.2011,0.9696,0.0371,0.991
0.216541094,0.2011,0.9711,0.0359,0.992
0.218205729,0.2011,0.9703,0.0367,0.992
0.220427396,0.2011,0.9708,0.0347,0.992
0.222983698,0.2016,0.9723,0.0342,0.994
0.225339219,0.2011,0.9733,0.0369,0.995
0.227496042,0.2016,0.9730,0.0374,0.994
0.229999844,0.2013,0.9730,0.0367,0.994
0.232507708,0.2008,0.9740,0.0376,0.995
0.234640417,0.2008,0.9740,0.0379,0.995
0.236891146,0.2020,0.9755,0.0389,0.997
0.239303646,0.2018,0.9752,0.0403,0.997
0.241881719,0.2006,0.9747,0.0401,0.996
0.24411026,0.2011,0.9747,0.0398,0.996
0.246838385,0.2006,0.9750,0.0418,0.996
0.248966563,0.1996,0.9755,0.0423,0.997
0.251043646,0.2001,0.9755,0.0415,0.997
0.253387031,0.2013,0.9757,0.0425,0.997
0.25576974,0.2016,0.9752,0.0430,0.997
0.258258906,0.2006,0.9757,0.0435,0.997
0.260416354,0.2008,0.9743,0.0447,0.996
0.262965313,0.1993,0.9740,0.0462,0.995
0.267326615,0.1991,0.9738,0.0454,0.995
0.267665156,0.1991,0.9747,0.0457,0.996
0.270062448,0.1991,0.9725,0.0454,0.994
0.272554479,0.1998,0.9735,0.0462,0.995
0.274928333,0.2003,0.9745,0.0479,0.996
0.277033958,0.2020,0.9750,0.0476,0.997
0.279320938,0.2035,0.9728,0.0476,0.995
0.28230474,0.2035,0.9733,0.0476,0.995
0.283995104,0.2035,0.9730,0.0474,0.995
0.28634526,0.2042,0.9735,0.0476,0.996
0.288776458,0.2045,0.9738,0.0469,0.996
0.291122604,0.2025,0.9740,0.0464,0.996
0.293380781,0.2023,0.9728,0.0454,0.995
0.295693802,0.2020,0.9723,0.0464,0.994
0.298296563,0.2006,0.9728,0.0476,0.994
0.300578229,0.2003,0.9733,0.0489,0.995
0.302732396,0.2008,0.9735,0.0489,0.995
0.305284271,0.2006,0.9725,0.0484,0.994
0.307682344,0.2013,0.9738,0.0484,0.996
0.310002448,0.2011,0.9762,0.0494,0.998
0.312147656,0.2001,0.9752,0.0508,0.997
0.314755313,0.1984,0.9747,0.0503,0.996
0.316982552,0.1991,0.9750,0.0506,0.996
0.319317969,0.1998,0.9750,0.0513,0.997
0.322044948,0.1991,0.9733,0.0528,0.995
0.324096146,0.1976,0.9743,0.0513,0.995
0.326316406,0.1964,0.9740,0.0530,0.995
0.328690885,0.1954,0.9738,0.0537,0.995
0.331234323,0.1944,0.9745,0.0547,0.995
0.333403281,0.1952,0.9733,0.0540,0.994
0.335795052,0.1954,0.9728,0.0540,0.994
0.338841094,0.1966,0.9743,0.0545,0.995
0.340513542,0.1959,0.9752,0.0518,0.996
0.342877552,0.1957,0.9757,0.0484,0.996
0.345069479,0.1991,0.9760,0.0484,0.997
0.347749896,0.1996,0.9733,0.0469,0.995
0.349885677,0.1991,0.9725,0.0474,0.994
0.352165,0.2001,0.9743,0.0459,0.996
0.354545677,0.2006,0.9730,0.0462,0.995
0.35901151,0.2006,0.9725,0.0474,0.994
0.359336146,0.1993,0.9735,0.0481,0.995
0.361644688,0.1993,0.9747,0.0479,0.996
0.365918646,0.1981,0.9743,0.0484,0.995
0.366322396,0.1984,0.9738,0.0476,0.995
0.368607031,0.1971,0.9730,0.0479,0.994
0.370923698,0.1969,0.9735,0.0481,0.994
0.373741563,0.1988,0.9725,0.0474,0.994
0.375834271,0.1962,0.9718,0.0459,0.992
0.378177083,0.1964,0.9711,0.0481,0.992
0.38060599,0.1969,0.9723,0.0476,0.993
0.382762292,0.1966,0.9716,0.0479,0.992
0.385057656,0.1981,0.9713,0.0484,0.992
0.387466771,0.1996,0.9733,0.0489,0.995
0.389965625,0.2018,0.9723,0.0491,0.994
0.392158438,0.2013,0.9738,0.0491,0.996
0.394642396,0.2013,0.9716,0.0498,0.993
0.39709224,0.2042,0.9716,0.0503,0.994
0.399265573,0.2052,0.9718,0.0494,0.994
0.401580729,0.2042,0.9728,0.0508,0.995
0.403910833,0.2045,0.9728,0.0506,0.995
0.406445729,0.2052,0.9716,0.0498,0.994
0.408682708,0.2030,0.9716,0.0511,0.994
0.411081094,0.2028,0.9723,0.0501,0.994
0.414075365,0.2016,0.9728,0.0515,0.995
0.415743385,0.2008,0.9718,0.0523,0.994
0.418065104,0.2018,0.9718,0.0525,0.994
0.420355104,0.2006,0.9703,0.0518,0.992
0.4228225,0.2001,0.9735,0.0511,0.995
0.425142656,0.2011,0.9728,0.0513,0.995
0.427406875,0.1998,0.9721,0.0489,0.994
0.430571354,0.1986,0.9740,0.0484,0.995
0.432474167,0.2001,0.9745,0.0481,0.996
0.434517448,0.2006,0.9743,0.0484,0.996
0.43680276,0.1986,0.9735,0.0486,0.995
0.43919474,0.1971,0.9723,0.0484,0.993
0.441651198,0.1959,0.9721,0.0479,0.993
0.443872031,0.1969,0.9721,0.0481,0.993
0.44666474,0.1976,0.9711,0.0498,0.992
0.449082552,0.1984,0.9711,0.0501,0.992
0.451215,0.1969,0.9718,0.0506,0.993
0.453275365,0.1976,0.9713,0.0494,0.992
0.45723026,0.1974,0.9728,0.0489,0.994
0.459664167,0.1993,0.9725,0.0491,0.994
0.46042349,0.1993,0.9723,0.0506,0.994
0.462927656,0.1991,0.9723,0.0506,0.994
0.465059687,0.2008,0.9723,0.0513,0.994
0.467454635,0.1998,0.9703,0.0506,0.992
0.469969323,0.1988,0.9723,0.0496,0.994
0.472188594,0.1988,0.9733,0.0503,0.995
0.474673958,0.1974,0.9725,0.0528,0.994
0.476932812,0.1986,0.9725,0.0506,0.994
0.479434583,0.1993,0.9708,0.0515,0.992
0.481728229,0.1991,0.9706,0.0530,0.992
0.484048177,0.1991,0.9718,0.0511,0.993
0.486286823,0.1996,0.9728,0.0498,0.994
0.48927599,0.2018,0.9718,0.0489,0.994
0.490979896,0.2030,0.9721,0.0491,0.994
0.493318646,0.2042,0.9694,0.0491,0.992
0.495832344,0.2057,0.9701,0.0501,0.993
0.498113542,0.2074,0.9701,0.0496,0.993
0.500367604,0.2050,0.9699,0.0508,0.993
0.502705781,0.2047,0.9711,0.0494,0.994
0.50523599,0.2040,0.9718,0.0508,0.994
0.507584375,0.2028,0.9721,0.0508,0.994
0.509888125,0.2020,0.9718,0.0515,0.994
0.512282708,0.2020,0.9725,0.0515,0.995
0.514503125,0.2030,0.9725,0.0515,0.995
0.517017812,0.2023,0.9728,0.0515,0.995
0.519133333,0.2008,0.9723,0.0508,0.994
0.521460417,0.2023,0.9730,0.0494,0.995
0.524315521,0.2025,0.9723,0.0474,0.994
0.526971042,0.2020,0.9725,0.0491,0.995
0.529081042,0.2030,0.9725,0.0479,0.995
0.531122552,0.2028,0.9740,0.0476,0.996
0.533737865,0.2018,0.9733,0.0462,0.995
0.536113437,0.2016,0.9735,0.0476,0.995
0.538350208,0.2018,0.9725,0.0476,0.994
0.540603854,0.2018,0.9728,0.0481,0.995
0.542897812,0.2018,0.9725,0.0474,0.994
0.545701406,0.2023,0.9708,0.0491,0.993
0.5482825,0.2025,0.9713,0.0494,0.993
0.55042875,0.2011,0.9716,0.0489,0.993
0.552747292,0.2018,0.9735,0.0508,0.996
0.554628125,0.2006,0.9728,0.0508,0.995
0.557052552,0.2023,0.9725,0.0501,0.995
0.559472187,0.1996,0.9716,0.0496,0.993
0.562261823,0.1984,0.9713,0.0489,0.993
0.569128437,0.1981,0.9713,0.0489,0.993
0.569895052,0.1971,0.9713,0.0498,0.992
0.570133281,0.1974,0.9706,0.0491,0.992
0.572413125,0.1976,0.9703,0.0481,0.991
0.574720937,0.1986,0.9718,0.0486,0.993
0.57595526,0.1979,0.9723,0.0494,0.993
0.578370208,0.1971,0.9730,0.0491,0.994
0.580484271,0.1969,0.9716,0.0489,0.993
0.582791875,0.1969,0.9723,0.0469,0.993
0.58511375,0.1952,0.9738,0.0467,0.994
0.587461302,0.1952,0.9738,0.0467,0.994
0.589864531,0.1957,0.9721,0.0474,0.993
0.592219219,0.1959,0.9713,0.0469,0.992
0.594675573,0.1969,0.9725,0.0464,0.993
0.596786458,0.1988,0.9703,0.0464,0.992
0.599407083,0.2001,0.9708,0.0467,0.992
0.601806615,0.2003,0.9723,0.0479,0.994
0.60390651,0.1998,0.9730,0.0489,0.995
0.606406875,0.1996,0.9728,0.0491,0.994
0.608654844,0.1998,0.9723,0.0481,0.994
0.611290937,0.1996,0.9725,0.0481,0.994
0.613306406,0.1991,0.9725,0.0464,0.994
0.615770469,0.1991,0.9735,0.0474,0.995
0.618101406,0.1993,0.9725,0.0494,0.994
0.620422135,0.1998,0.9723,0.0513,0.994
0.622915417,0.2001,0.9725,0.0479,0.994
0.625115833,0.2016,0.9725,0.0481,0.994
0.627689167,0.2018,0.9733,0.0498,0.995
0.629963437,0.2028,0.9745,0.0501,0.997
0.632321875,0.2016,0.9735,0.0494,0.995
0.634659531,0.2018,0.9733,0.0506,0.995
0.636884375,0.2011,0.9730,0.0515,0.995
0.640054948,0.1993,0.9738,0.0511,0.995
0.641870625,0.1993,0.9747,0.0503,0.996
0.64447125,0.2013,0.9728,0.0520,0.995
0.64648651,0.2011,0.9730,0.0528,0.995
0.64885276,0.1996,0.9738,0.0503,0.995
0.650922917,0.2006,0.9740,0.0508,0.996
0.653207448,0.2001,0.9738,0.0508,0.995
0.655593906,0.2018,0.9730,0.0501,0.995
0.660430521,0.2020,0.9733,0.0479,0.995
0.660817292,0.2018,0.9738,0.0476,0.996
0.662692344,0.2020,0.9730,0.0476,0.995
0.665227344,0.2011,0.9743,0.0481,0.996
0.667408542,0.2006,0.9716,0.0479,0.993
0.669811562,0.1976,0.9735,0.0479,0.995
0.671968177,0.1952,0.9738,0.0491,0.994
0.674437448,0.1947,0.9738,0.0476,0.994
0.677103854,0.1947,0.9743,0.0469,0.995
0.679072604,0.1947,0.9738,0.0469,0.994
0.6816725,0.1947,0.9730,0.0472,0.993
0.683869948,0.1964,0.9730,0.0472,0.994
0.686198958,0.1964,0.9733,0.0452,0.994
0.688462135,0.1974,0.9750,0.0464,0.996
0.691200625,0.1966,0.9738,0.0467,0.995
0.693732708,0.1976,0.9745,0.0464,0.995
0.695702187,0.1986,0.9743,0.0447,0.995
0.698126042,0.1993,0.9728,0.0467,0.994
0.700596354,0.1993,0.9735,0.0479,0.995
0.702661562,0.1991,0.9728,0.0496,0.994
0.705105364,0.2006,0.9745,0.0498,0.996
0.707442396,0.2006,0.9730,0.0498,0.995
0.710096719,0.2028,0.9723,0.0506,0.995
0.712135989,0.2028,0.9730,0.0496,0.995
0.714942812,0.2035,0.9723,0.0494,0.995
0.716797292,0.2047,0.9716,0.0491,0.994
0.719421146,0.2057,0.9740,0.0489,0.997
0.721501198,0.2033,0.9750,0.0489,0.997
0.723861094,0.2038,0.9745,0.0494,0.997
0.726394114,0.2023,0.9735,0.0494,0.996
0.728554531,0.2013,0.9728,0.0501,0.995
0.730941406,0.2018,0.9725,0.0501,0.995
0.733567135,0.2001,0.9730,0.0496,0.995
0.735739583,0.1988,0.9728,0.0491,0.994
0.738030364,0.1988,0.9728,0.0501,0.994
0.740413333,0.1974,0.9735,0.0506,0.995
0.743051719,0.1979,0.9750,0.0508,0.996
0.744965625,0.1962,0.9738,0.0518,0.995
0.747476875,0.1959,0.9730,0.0511,0.994
0.749784114,0.1976,0.9718,0.0508,0.993
0.752320677,0.1959,0.9730,0.0486,0.994
0.754445989,0.1942,0.9743,0.0494,0.995
0.760136875,0.1932,0.9730,0.0486,0.993
0.760766198,0.1915,0.9735,0.0481,0.993
0.762985729,0.1918,0.9755,0.0498,0.995
0.7638475,0.1918,0.9750,0.0474,0.995
0.766280417,0.1905,0.9755,0.0442,0.995
0.768561614,0.1930,0.9755,0.0450,0.995
0.770915989,0.1966,0.9730,0.0498,0.994
0.773166927,0.2016,0.9716,0.0555,0.994
0.775850573,0.2040,0.9716,0.0581,0.994
0.7782925,0.2033,0.9721,0.0569,0.995
0.780342917,0.2028,0.9733,0.0535,0.996
0.782750052,0.2016,0.9721,0.0496,0.994
0.785055573,0.2008,0.9723,0.0454,0.994
0.787480989,0.2001,0.9738,0.0452,0.995
0.790277708,0.1979,0.9730,0.0464,0.994
0.792620104,0.1986,0.9728,0.0511,0.994
0.794453489,0.2006,0.9725,0.0537,0.994
0.796698698,0.2018,0.9708,0.0559,0.993
0.799185885,0.2018,0.9723,0.0569,0.995
0.80163,0.2011,0.9730,0.0547,0.995
0.803805729,0.2020,0.9716,0.0542,0.994
0.806470521,0.2013,0.9730,0.0501,0.995
0.809238177,0.2030,0.9738,0.0494,0.996
0.811182812,0.2038,0.9730,0.0501,0.995
0.813235312,0.2025,0.9728,0.0513,0.995
0.81571651,0.2016,0.9723,0.0528,0.994
0.818232031,0.2042,0.9711,0.0555,0.994
0.820366146,0.2035,0.9718,0.0547,0.994
0.822683958,0.2025,0.9725,0.0537,0.995
0.825592812,0.2028,0.9718,0.0537,0.994
0.827467917,0.2025,0.9711,0.0528,0.993
0.829699479,0.2023,0.9721,0.0513,0.994
0.832085677,0.2013,0.9738,0.0513,0.996
0.834598073,0.1984,0.9711,0.0501,0.992
0.836869687,0.1971,0.9725,0.0496,0.994
0.839096198,0.2003,0.9730,0.0484,0.995
0.84196151,0.1996,0.9725,0.0496,0.994
0.843912344,0.1976,0.9725,0.0476,0.994
0.846375937,0.1976,0.9706,0.0472,0.992
0.848741042,0.1979,0.9721,0.0472,0.993
0.851234531,0.1988,0.9728,0.0484,0.994
0.853268073,0.1976,0.9716,0.0452,0.992
0.855543177,0.1966,0.9730,0.0440,0.994
0.858372396,0.2003,0.9730,0.0437,0.994
0.860229219,0.2011,0.9738,0.0425,0.995
0.862681406,0.2008,0.9752,0.0423,0.997
0.874253542,0.1991,0.9728,0.0435,0.994
0.874639375,0.2020,0.9728,0.0440,0.995
0.874784479,0.2001,0.9728,0.0440,0.994
0.874913854,0.1996,0.9713,0.0430,0.993
0.875050677,0.2006,0.9711,0.0423,0.992
0.876618177,0.2006,0.9721,0.0420,0.993
0.87901,0.2030,0.9733,0.0415,0.995
0.881432812,0.2028,0.9730,0.0420,0.995
0.88410776,0.2028,0.9721,0.0425,0.994
0.88640625,0.2052,0.9728,0.0408,0.995
0.888443177,0.2067,0.9733,0.0425,0.996
0.891057396,0.2057,0.9750,0.0454,0.997
0.893319062,0.2062,0.9767,0.0476,0.999
0.895420104,0.2052,0.9740,0.0511,0.997
0.898242604,0.2020,0.9728,0.0540,0.995
0.900334219,0.2013,0.9728,0.0547,0.995
0.902816146,0.2018,0.9716,0.0542,0.994
0.905111979,0.2013,0.9738,0.0535,0.996
0.907651979,0.2018,0.9745,0.0525,0.997
0.910075833,0.2016,0.9723,0.0515,0.994
0.912166771,0.2023,0.9721,0.0486,0.994
0.914448333,0.2011,0.9725,0.0474,0.994
0.916920312,0.2001,0.9718,0.0479,0.993
0.919170885,0.1984,0.9733,0.0469,0.994
0.921709583,0.1964,0.9730,0.0484,0.994
0.924098177,0.1949,0.9711,0.0476,0.992
0.926427291,0.1942,0.9718,0.0476,0.992
0.928650833,0.1937,0.9725,0.0496,0.993
0.930901146,0.1935,0.9716,0.0496,0.992
0.933216666,0.1942,0.9716,0.0508,0.992
0.935530937,0.1959,0.9708,0.0508,0.992
0.93825875,0.1981,0.9703,0.0484,0.992
0.940781823,0.1991,0.9716,0.0474,0.993
0.943040781,0.1996,0.9706,0.0457,0.992
0.945091094,0.1996,0.9735,0.0469,0.995
0.947305052,0.2006,0.9723,0.0494,0.994
0.949794323,0.1993,0.9725,0.0508,0.994
0.952615833,0.1969,0.9716,0.0513,0.993
0.954659427,0.1966,0.9738,0.0523,0.995
0.957141094,0.1979,0.9752,0.0523,0.996
0.960665937,0.1964,0.9718,0.0520,0.993
0.961979323,0.1959,0.9713,0.0508,0.992
0.963655989,0.1969,0.9699,0.0498,0.991
0.966066041,0.1984,0.9716,0.0479,0.993
0.96862875,0.2016,0.9740,0.0464,0.996
0.970717396,0.2042,0.9735,0.0450,0.996
0.973391875,0.2042,0.9735,0.0445,0.996
0.975487656,0.2067,0.9733,0.0454,0.996
0.97829151,0.2045,0.9725,0.0474,0.995
0.980195677,0.2042,0.9725,0.0498,0.995
0.982752604,0.2042,0.9721,0.0525,0.995
0.985455156,0.2035,0.9730,0.0525,0.995
0.987429062,0.2020,0.9745,0.0523,0.997
0.990049114,0.2006,0.9713,0.0520,0.993
0.992222187,0.2013,0.9718,0.0506,0.994
0.994432031,0.2018,0.9725,0.0496,0.994
0.996821406,0.2011,0.9738,0.0472,0.995
0.999388385,0.2008,0.9728,0.0472,0.994
1.001420937,0.1996,0.9738,0.0459,0.995
1.003708698,0.1998,0.9733,0.0454,0.995
1.006307448,0.2008,0.9721,0.0472,0.994
1.008569896,0.2001,0.9699,0.0489,0.991
1.010885104,0.1974,0.9716,0.0459,0.992
1.013251146,0.1971,0.9723,0.0472,0.993
1.016107448,0.1976,0.9730,0.0486,0.994
1.018182864,0.1966,0.9738,0.0491,0.995
1.020261562,0.1947,0.9733,0.0498,0.994
1.022802083,0.1964,0.9728,0.0494,0.994
1.025003698,0.1986,0.9745,0.0489,0.996
1.02734625,0.1991,0.9743,0.0464,0.995
1.029640833,0.1998,0.9735,0.0469,0.995
1.032023594,0.2003,0.9723,0.0447,0.994
1.034867812,0.2011,0.9738,0.0452,0.995
1.036782708,0.1986,0.9738,0.0447,0.995
1.039257031,0.1993,0.9728,0.0467,0.994
1.041441666,0.2011,0.9723,0.0498,0.994
1.043859479,0.2011,0.9728,0.0503,0.995
1.046185729,0.1996,0.9711,0.0520,0.993
1.048817291,0.1988,0.9721,0.0535,0.994
1.051108541,0.1984,0.9718,0.0535,0.993
1.053373229,0.1986,0.9721,0.0530,0.994
1.055678333,0.1974,0.9713,0.0508,0.992
1.059498646,0.2008,0.9725,0.0494,0.994
1.060214323,0.2008,0.9725,0.0476,0.994
1.062628021,0.2023,0.9728,0.0462,0.995
1.066244114,0.2023,0.9713,0.0457,0.993
1.068589219,0.2020,0.9706,0.0472,0.993
1.072407187,0.2018,0.9716,0.0489,0.994
1.072625729,0.2008,0.9723,0.0481,0.994
1.074906041,0.2013,0.9716,0.0498,0.993
1.076795416,0.2013,0.9730,0.0501,0.995
1.079089479,0.2018,0.9721,0.0508,0.994
1.08140526,0.2025,0.9730,0.0515,0.995
1.083848125,0.2020,0.9723,0.0523,0.994
1.08620625,0.2028,0.9725,0.0511,0.995
1.088674479,0.2042,0.9725,0.0501,0.995
1.091281562,0.2052,0.9713,0.0494,0.994
1.093680885,0.2052,0.9718,0.0506,0.995
1.095570729,0.2033,0.9703,0.0506,0.993
1.097990989,0.2033,0.9723,0.0513,0.995
1.10036776,0.2025,0.9735,0.0511,0.996
1.102702604,0.1993,0.9730,0.0511,0.995
1.105175573,0.1976,0.9711,0.0515,0.992
1.107340885,0.1971,0.9711,0.0523,0.992
1.110117656,0.1957,0.9721,0.0525,0.993
1.111942343,0.1966,0.9721,0.0515,0.993
1.11436776,0.1971,0.9735,0.0484,0.994
1.116743489,0.1969,0.9738,0.0476,0.995
1.119427552,0.1974,0.9743,0.0481,0.995
1.121690781,0.1962,0.9730,0.0481,0.994
1.123882864,0.1957,0.9723,0.0481,0.993
1.126409635,0.1964,0.9738,0.0491,0.995
1.12857901,0.1954,0.9733,0.0491,0.994
1.130869375,0.1979,0.9733,0.0479,0.994
1.13324875,0.1986,0.9735,0.0501,0.995
1.13551875,0.1971,0.9713,0.0501,0.992
1.13820401,0.1969,0.9718,0.0506,0.993
1.140182708,0.1964,0.9725,0.0515,0.994
1.142706198,0.1993,0.9718,0.0511,0.993
1.144956927,0.1981,0.9721,0.0518,0.993
1.147378541,0.2003,0.9723,0.0520,0.994
1.149959114,0.2018,0.9718,0.0506,0.994
1.152095573,0.2013,0.9723,0.0511,0.994
1.154646406,0.2011,0.9740,0.0501,0.996
1.156718698,0.2006,0.9730,0.0491,0.995
1.159091718,0.2018,0.9730,0.0496,0.995
1.161407083,0.2023,0.9721,0.0494,0.994
1.16368776,0.2028,0.9716,0.0491,0.994
1.168009323,0.2030,0.9723,0.0494,0.994
1.168402552,0.2028,0.9718,0.0489,0.994
1.171058593,0.2020,0.9716,0.0472,0.993
1.173140625,0.2008,0.9713,0.0464,0.993
1.175568646,0.2023,0.9725,0.0474,0.994
1.178083958,0.2018,0.9730,0.0459,0.995
1.180466614,0.2011,0.9743,0.0462,0.996
1.182521354,0.2028,0.9743,0.0467,0.996
1.185316406,0.2020,0.9728,0.0491,0.995
1.187704166,0.2020,0.9725,0.0506,0.995
1.189633073,0.2018,0.9721,0.0520,0.994
1.191980312,0.2003,0.9713,0.0523,0.993
1.194811146,0.2008,0.9735,0.0506,0.995
1.1966525,0.2011,0.9735,0.0496,0.995
1.199059375,0.2013,0.9723,0.0511,0.994
1.201650729,0.2013,0.9730,0.0508,0.995
1.20407,0.2016,0.9728,0.0506,0.995
1.206006771,0.2016,0.9738,0.0489,0.996
1.208415416,0.2018,0.9716,0.0472,0.993
1.210786927,0.2025,0.9738,0.0472,0.996
1.213164531,0.1996,0.9740,0.0467,0.995
1.215427343,0.1991,0.9733,0.0472,0.995
1.218482656,0.1986,0.9745,0.0464,0.996
1.220471146,0.1971,0.9740,0.0484,0.995
1.222605625,0.1944,0.9728,0.0484,0.993
1.225434114,0.1944,0.9733,0.0486,0.994
1.227295468,0.1952,0.9747,0.0503,0.995
1.229570573,0.1937,0.9752,0.0506,0.996
1.231991927,0.1949,0.9723,0.0515,0.993
1.234492187,0.1976,0.9738,0.0530,0.995
1.236971354,0.1976,0.9728,0.0523,0.994
1.239049271,0.1984,0.9723,0.0513,0.994
1.241746666,0.1974,0.9723,0.0520,0.993
1.243826302,0.1998,0.9740,0.0523,0.996
1.246149739,0.2008,0.9740,0.0515,0.996
1.248494375,0.1993,0.9728,0.0523,0.994
1.250877864,0.1986,0.9725,0.0540,0.994
1.253378333,0.1988,0.9730,0.0540,0.995
1.255598229,0.1984,0.9730,0.0535,0.994
1.258180573,0.1986,0.9733,0.0513,0.995
1.262292291,0.1976,0.9738,0.0528,0.995
1.26288901,0.1986,0.9745,0.0513,0.996
1.266074583,0.1979,0.9733,0.0520,0.995
1.26786151,0.1969,0.9723,0.0525,0.993
1.270156927,0.1988,0.9735,0.0511,0.995
1.271922552,0.1996,0.9743,0.0515,0.996
1.274222187,0.2001,0.9738,0.0523,0.995
1.276753698,0.1991,0.9752,0.0525,0.997
1.2791675,0.1996,0.9735,0.0513,0.995
1.281348073,0.1988,0.9728,0.0496,0.994
1.283734323,0.1979,0.9713,0.0472,0.992
1.286475885,0.1986,0.9725,0.0484,0.994
1.28837651,0.1998,0.9723,0.0481,0.994
1.290714791,0.2001,0.9708,0.0503,0.993
1.293209843,0.1993,0.9718,0.0491,0.993
1.295518854,0.2008,0.9730,0.0523,0.995
1.298144687,0.2018,0.9721,0.0506,0.994
1.300476562,0.2006,0.9725,0.0481,0.994
1.302905885,0.2033,0.9703,0.0486,0.993
1.304988489,0.2042,0.9718,0.0498,0.994
1.307399218,0.2038,0.9706,0.0508,0.993
